time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2019-07-04T17:33:49.040Z,35.7051667,-117.506,10.71,6.4,mw,84,23,0.1237,0.19,ci,ci38443183,2019-07-09T09:04:21.384Z,"12km SW of Searles Valley, CA",earthquake,0.15,0.33,,6,reviewed,ci,ci
2019-07-04T16:40:24.298Z,0.828,126.9416,43.07,4.6,mb,,38,0.428,0.94,us,us700049xm,2019-07-07T15:36:38.166Z,"47km W of Kota Ternate, Indonesia",earthquake,4.8,5.3,0.078,53,reviewed,us,us
2019-07-04T11:42:30.073Z,46.2359,150.8147,118.02,4.5,mb,,140,5.598,0.82,us,us700049vj,2019-07-04T11:59:03.040Z,"253km ENE of Kuril'sk, Russia",earthquake,10.8,7.8,0.041,171,reviewed,us,us
2019-07-04T09:01:57.278Z,-22.5617,-66.209,250.81,4.5,mb,,66,1.859,1.08,us,us700049ui,2019-07-04T09:19:54.040Z,"55km WNW of Abra Pampa, Argentina",earthquake,10.3,9.4,0.108,25,reviewed,us,us
2019-07-04T07:01:35.069Z,2.4879,127.022,54,4.6,mb,,130,1.739,0.75,us,us700049tq,2019-07-04T07:21:57.040Z,"138km NW of Tobelo, Indonesia",earthquake,4.1,9.1,0.109,25,reviewed,us,us
2019-07-04T06:27:32.020Z,35.9251,54.3827,10,4.7,mb,,79,7.109,0.82,us,us700049tk,2019-07-08T07:29:01.263Z,"27km S of Damghan, Iran",earthquake,8.8,1.9,0.085,42,reviewed,us,us
2019-07-04T04:30:44.297Z,51.2215,-130.515,10,6.2,mww,,145,1.154,1.52,us,us700049sf,2019-07-08T19:00:05.696Z,"196km WSW of Bella Bella, Canada",earthquake,7,1.9,0.03,108,reviewed,us,us
2019-07-04T04:20:08.583Z,36.6563,70.9494,80.79,4.6,mb,,64,1.04,0.75,us,us700049sa,2019-07-05T04:21:42.323Z,"25km SSE of Jarm, Afghanistan",earthquake,6.7,7.8,0.069,63,reviewed,us,us
2019-07-04T02:17:58.607Z,28.5132,104.8625,10,5.2,mww,,40,7.209,0.84,us,us700049qz,2019-07-05T08:16:40.989Z,"9km SW of Changning, China",earthquake,8.3,1.8,0.066,22,reviewed,us,us
2019-07-03T22:57:58.395Z,-23.7023,179.9458,569.13,4.5,mb,,124,12.553,0.63,us,us700049p8,2019-07-03T23:14:29.040Z,"South of the Fiji Islands",earthquake,14,8.5,0.082,44,reviewed,us,us
2019-07-03T22:29:26.084Z,60.33,-151.3099,59.4,4.7,ml,,,,0.86,ak,ak0198go5nyc,2019-07-08T16:45:46.513Z,"4km S of Cohoe, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2019-07-03T19:06:03.899Z,56.1595,163.9419,10,4.9,mb,,113,4.398,0.77,us,us700049jc,2019-07-03T20:32:01.040Z,"91km E of Ust'-Kamchatsk Staryy, Russia",earthquake,9.7,1.8,0.027,444,reviewed,us,us
2019-07-03T18:23:22.458Z,-22.2589,-179.4504,574.55,4.5,mb,,70,5.067,1.19,us,us700049ja,2019-07-03T20:48:13.040Z,"194km SSW of Ndoi Island, Fiji",earthquake,14.1,8.4,0.091,35,reviewed,us,us
2019-07-03T14:18:55.196Z,0.8284,123.1096,64.85,4.6,mb,,106,1.888,0.78,us,us700049a3,2019-07-04T06:38:16.040Z,"19km WSW of Boroko, Indonesia",earthquake,7.8,9,0.101,29,reviewed,us,us
2019-07-03T13:31:26.659Z,-19.0927,169.323,193.49,4.6,mb,,82,4.007,0.82,us,us7000499h,2019-07-04T06:33:59.040Z,"50km N of Isangel, Vanuatu",earthquake,11.9,8.3,0.093,34,reviewed,us,us
2019-07-03T09:39:27.098Z,12.5578,-87.671,81.22,4.7,mb,,147,0.649,0.86,us,us7000496i,2019-07-03T17:42:03.353Z,"31km SW of Jiquilillo, Nicaragua",earthquake,5.2,6.8,0.027,407,reviewed,us,us
2019-07-03T08:32:24.475Z,-56.1711,-26.7736,51.36,5,mb,,92,5.872,0.56,us,us70004956,2019-07-03T08:48:48.040Z,"64km NNE of Visokoi Island, South Georgia and the South Sandwich Islands",earthquake,6.8,8.3,0.091,39,reviewed,us,us
2019-07-03T07:40:08.754Z,6.8479,-73.1081,150.8,4.5,mb,,63,0.949,1.09,us,us7000494j,2019-07-03T07:55:06.040Z,"16km SSW of Piedecuesta, Colombia",earthquake,8.4,6.6,0.035,247,reviewed,us,us
2019-07-03T06:09:36.799Z,16.9685,-99.6844,35,4.6,mb,,180,1.22,1.15,us,us7000493e,2019-07-05T03:28:18.462Z,"19km SE of Xaltianguis, Mexico",earthquake,3.5,2,0.027,401,reviewed,us,us
2019-07-03T04:58:58.040Z,69.0995,-144.6943,21.2,4.6,ml,,,,1.19,ak,ak0198gdmarg,2019-07-03T18:16:07.040Z,"110km SSW of Kaktovik, Alaska",earthquake,,4,,,reviewed,ak,ak
2019-07-03T04:38:24.538Z,69.19,-144.7452,20.9,5.3,mww,,,,1.02,ak,ak0198gdhuwa,2019-07-05T19:18:37.259Z,"114km SSW of Kaktovik, Alaska",earthquake,,3.6,,,reviewed,ak,ak
2019-07-03T04:26:54.986Z,28.442,104.977,10,4.9,mb,,36,7.152,0.76,us,us7000492k,2019-07-04T02:40:39.422Z,"16km SSE of Changning, China",earthquake,8.4,1.8,0.054,109,reviewed,us,us
2019-07-03T03:45:28.017Z,-22.1741,-179.4992,574.23,5.8,mww,,33,4.971,1.12,us,us7000492b,2019-07-04T03:47:02.823Z,"187km SSW of Ndoi Island, Fiji",earthquake,5,5.9,0.069,20,reviewed,us,us
2019-07-03T01:02:11.392Z,35.0097,27.9033,28.79,4.6,mb,,116,1.214,0.97,us,us7000491h,2019-07-03T05:25:28.040Z,"83km SE of Karpathos, Greece",earthquake,7.9,6.1,0.068,64,reviewed,us,us
2019-07-03T00:55:10.703Z,15.6507,-90.9774,10,4.5,mb,,84,0.604,0.81,us,us7000491e,2019-07-03T01:44:09.040Z,"19km NNE of Chajul, Guatemala",earthquake,16,2,0.044,155,reviewed,us,us
2019-07-02T19:51:46.470Z,-43.6772,123.8879,10,5.5,mww,,41,11.93,0.79,us,us700048vu,2019-07-03T19:55:44.244Z,"South of Australia",earthquake,9.6,1.7,0.073,18,reviewed,us,us
2019-07-02T19:30:01.089Z,59.2624,-152.0597,54.6,4.6,ml,,,,0.82,ak,ak0198eyu6cj,2019-07-06T21:49:11.296Z,"51km SW of Homer, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2019-07-02T14:53:12.242Z,-6.5986,143.0945,10,5.1,mb,,75,7.313,0.6,us,us700048mu,2019-07-02T16:05:38.485Z,"77km SW of Mendi, Papua New Guinea",earthquake,5.7,1.9,0.052,118,reviewed,us,us
